id,user,text,target
1685695355,NZAfro,"[('@ZeRyan66', 'USERNAME'), ('You', 'PRONOUN'), ('have', 'VERB'), ('homework', 'VERB'), ('to', 'TO'), ('do', 'VERB'), ('tonight', 'ADVERB'), (',', 'COMMA'), ('reminded', 'VERB'), ('.', 'SENTENCE TERMINATOR')]",4
1824916360,babyele,"[('had', 'VERB'), ('my', 'PRONOUN'), ('cold', 'ADJECTIVE OR NUMERAL'), ('shower', 'NOUN'), ('infused', 'VERB'), ('with', 'PREPOSITION OR CONJUNCTION'), ('salt', 'NOUN'), ('-', 'COLON OR ELLIPSIS'), ('feeling', 'NOUN'), ('fresh', 'ADJECTIVE OR NUMERAL'), ('and', 'CONJUNCTION'), ('human', 'ADJECTIVE OR NUMERAL'), ('once', 'ADVERB'), ('more', 'ADVERB'), ('.', 'SENTENCE TERMINATOR'), ('lunch', 'NOUN'), ('/', 'NOUN'), ('dinner', 'NOUN'), ('was', 'VERB'), ('hard', 'ADVERB'), ('boiled', 'VERB'), ('eggs', 'NOUN'), ('with', 'PREPOSITION OR CONJUNCTION'), ('fishball', 'NOUN'), ('soup', 'NOUN')]",4
2174835110,annclavio,"[('thanks', 'NOUN'), ('kuya', 'VERB'), ('jo', 'NOUN'), ('for', 'PREPOSITION OR CONJUNCTION'), ('my', 'PRONOUN'), ('lovely', 'ADJECTIVE OR NUMERAL'), ('new', 'ADJECTIVE OR NUMERAL'), ('shawl', 'NOUN'), ('!', 'SENTENCE TERMINATOR')]",4
2256150326,ashiena,"[('http://twitpic.com/7xdb1', 'URL'), ('-', 'COLON OR ELLIPSIS'), ('Time', 'NOUN'), ('to', 'TO'), ('make', 'VERB'), ('the', 'DETERMINER'), ('brim', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('Its', 'PRONOUN'), ('a', 'DETERMINER'), ('bad', 'ADJECTIVE OR NUMERAL'), ('pic', 'NOUN')]",0
1835992009,kindlejunkie,"[('@futuredirected', 'USERNAME'), ('@ryking', 'USERNAME'), ('Thank', 'NOUN'), ('you', 'PRONOUN'), ('for', 'PREPOSITION OR CONJUNCTION'), ('your', 'PRONOUN'), ('concern', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('Hubby', 'NOUN'), ('headed', 'VERB'), ('off', 'PARTICLE'), ('to', 'TO'), ('work', 'VERB'), ('this', 'DETERMINER'), ('morning', 'NOUN'), (',', 'COMMA'), ('feeling', 'VERB'), ('well-rested', 'ADJECTIVE OR NUMERAL'), ('and', 'CONJUNCTION'), ('injury-free', 'ADJECTIVE OR NUMERAL'), ('.', 'SENTENCE TERMINATOR')]",4
2068475364,Mousee,"[('omggg', 'NOUN'), ('...', 'COLON OR ELLIPSIS'), ('kate', 'NOUN'), ('was', 'VERB'), ('seen', 'VERB'), ('to', 'TO'), ('be', 'VERB'), ('winning', 'VERB'), ('...', 'COLON OR ELLIPSIS'), ('but', 'CONJUNCTION'), ('noo', 'ADVERB'), ('?', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('?', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('?', 'SENTENCE TERMINATOR'), ('yasmina', 'INTERJECTION'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('#apprentice', 'HASHTAG')]",0
1753341016,jameswoodcock,"[('@richard4481', 'USERNAME'), ('I', 'PRONOUN'), ('will', 'MODAL AUXILIARY'), ('contact', 'VERB'), ('them', 'PRONOUN'), ('Monday', 'NOUN'), ('and', 'CONJUNCTION'), ('see', 'VERB'), ('what', 'PRONOUN'), ('they', 'PRONOUN'), ('say', 'VERB'), ('...', 'COLON OR ELLIPSIS'), ('What', 'PRONOUN'), ('a', 'DETERMINER'), ('pain', 'NOUN'), ('Technology', 'NOUN'), (""doesn't"", 'NOUN'), ('seem', 'VERB'), ('to', 'TO'), ('last', 'ADJECTIVE OR NUMERAL'), ('5', 'NUMERAL'), ('minutes', 'NOUN'), ('these', 'DETERMINER'), ('days', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",0
1825363510,alexrapa,"[('@curtis', 'USERNAME'), ('I', 'PRONOUN'), ('miss', 'VERB'), ('you', 'PRONOUN')]",0
1469874654,frolixwifbunneh,"[('@jamiewamey', 'USERNAME'), ('Did', 'NOUN'), ('you', 'PRONOUN'), ('get', 'VERB'), ('coffee', 'VERB'), ('this', 'DETERMINER'), ('morning', 'NOUN'), ('?', 'SENTENCE TERMINATOR'), ('haha', 'NOUN')]",4
1563878947,Chaos33176,"[('@AshleeFord', 'USERNAME'), ('My', 'PRONOUN'), ('daddy', 'NOUN'), ('got', 'VERB'), ('to', 'TO'), ('many', 'ADJECTIVE OR NUMERAL'), ('kids', 'NOUN'), ('to', 'TO'), ('care', 'VERB'), (',', 'COMMA')]",0
2178341929,lewisreilly,"[('is', 'VERB'), ('not', 'ADVERB'), ('looking', 'VERB'), ('forward', 'ADVERB'), ('to', 'TO'), ('results', 'NOUN'), ('today', 'NOUN'), ('..', 'VERB'), ('bring', 'VERB'), ('on', 'PREPOSITION OR CONJUNCTION'), ('5pm', 'NUMERAL'), ('(', 'OPENING PARENTHESIS'), ('or', 'CONJUNCTION'), ('later', 'ADVERB'), (')', 'CLOSING PARENTHESIS')]",0
1976733866,BDiva89,"[('@juscallmejos', 'USERNAME'), ('Ur', 'NOUN'), ('life', 'NOUN'), ('is', 'VERB'), ('NOT', 'NOUN'), ('shitty', 'ADVERB'), ('!', 'SENTENCE TERMINATOR'), ('Lol', 'NOUN'), (',', 'COMMA'), ('u', 'ADJECTIVE OR NUMERAL'), ('betta', 'NOUN'), ('praise', 'NOUN'), ('Him', 'NOUN'), ('&', 'CONJUNCTION'), ('be', 'VERB'), ('thankful', 'ADJECTIVE OR NUMERAL')]",4
1962883317,twinklydave,"[('@mattmagic', 'USERNAME'), ('@shedfire', 'USERNAME'), ('just', 'ADVERB'), ('stretch', 'VERB'), ('the', 'DETERMINER'), ('thong', 'NOUN'), ('over', 'PREPOSITION OR CONJUNCTION'), ('your', 'PRONOUN'), ('shoulders', 'NOUN')]",4
2052408043,lilmisskeys,"[('@GIOVANNIthaKING', 'USERNAME'), ('you', 'PRONOUN'), ('will', 'MODAL AUXILIARY'), ('be', 'VERB'), ('okay', 'ADJECTIVE OR NUMERAL'), ('!', 'SENTENCE TERMINATOR'), ('dont', 'NOUN'), ('be', 'VERB'), ('posin', 'VERB'), ('for', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('frame', 'NOUN'), ('then', 'ADVERB')]",4
1984493236,Ari978,"[('am', 'VERB'), ('leaving', 'VERB'), ('the', 'DETERMINER'), ('beach', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('guess', 'NOUN'), (""i'll"", 'NOUN'), ('have', 'VERB'), ('to', 'TO'), ('work', 'VERB'), ('again', 'ADVERB'), ('now', 'ADVERB'), ('.', 'SENTENCE TERMINATOR'), ('blah', 'NOUN'), ('!', 'SENTENCE TERMINATOR')]",0
1996460318,ashok_hingorani,"[('good', 'ADJECTIVE OR NUMERAL'), ('the', 'DETERMINER'), ('hummer', 'NOUN'), ('is', 'VERB'), ('going', 'VERB'), ('off', 'PARTICLE'), ('the', 'DETERMINER'), ('streets', 'NOUN'), ('-', 'COLON OR ELLIPSIS'), ('cars', 'NOUN'), ('should', 'MODAL AUXILIARY'), ('be', 'VERB'), ('for', 'PREPOSITION OR CONJUNCTION'), ('getting', 'VERB'), ('around', 'ADVERB'), ('cheaply', 'ADVERB'), ('and', 'CONJUNCTION'), ('efficiently', 'ADVERB'), ('-', 'COLON OR ELLIPSIS'), ('not', 'ADVERB'), ('ego', 'ADJECTIVE OR NUMERAL'), ('statements', 'NOUN')]",4
2060689252,mzgemini05,"[('getting', 'VERB'), ('disappointed', 'ADJECTIVE OR NUMERAL'), ('..', 'NOUN')]",0
1825603159,dunghoangit,"[('hic', 'ADJECTIVE OR NUMERAL'), ('mï', 'NOUN'), ('¿', 'NOUN'), ('½nh', 'NOUN'), ('cï', 'NOUN'), ('¿', 'NOUN'), ('½n', 'NOUN'), ('2', 'NUMERAL'), ('to-do', 'ADJECTIVE OR NUMERAL'), ('n', 'ADJECTIVE OR NUMERAL'), ('?', 'SENTENCE TERMINATOR'), ('a', 'DETERMINER'), ('n', 'ADJECTIVE OR NUMERAL'), ('?', 'SENTENCE TERMINATOR'), ('a', 'DETERMINER'), ('ch', 'NOUN'), ('?', 'SENTENCE TERMINATOR'), ('a', 'DETERMINER'), ('hoï', 'NOUN'), ('¿', 'NOUN'), ('½n', 'NOUN'), ('thï', 'NOUN'), ('¿', 'NOUN'), ('½nh', 'NOUN'), ('t', 'NOUN'), ('?', 'SENTENCE TERMINATOR'), ('i', 'ADJECTIVE OR NUMERAL'), ('lï', 'VERB'), ('¿', 'NOUN'), ('½m', 'NOUN'), ('ti', 'NOUN'), ('?', 'SENTENCE TERMINATOR'), ('p', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('(', 'OPENING PARENTHESIS'), ('to-do', 'ADJECTIVE OR NUMERAL'), ('luï', 'NOUN'), ('¿', 'NOUN'), ('½n', 'NOUN'), ('hi', 'NOUN'), ('?', 'SENTENCE TERMINATOR'), ('n', 'ADJECTIVE OR NUMERAL'), ('trï', 'NOUN'), ('¿', 'NOUN'), ('½n', 'NOUN'), ('mobile', 'ADJECTIVE OR NUMERAL'), ('vï', 'NOUN'), ('¿', 'NOUN'), ('½', 'NOUN'), ('mï', 'NOUN'), ('¿', 'NOUN'), ('½nh', 'NOUN'), ('hay', 'NOUN'), ('quï', 'NOUN'), ('¿', 'NOUN'), ('½n', 'NOUN'), (')', 'CLOSING PARENTHESIS')]",0
2178577037,HansOngchua,"[('@gitarra', 'USERNAME'), ('Hope', 'NOUN'), ('you', 'PRONOUN'), ('might', 'MODAL AUXILIARY'), ('be', 'VERB'), ('able', 'ADJECTIVE OR NUMERAL'), ('to', 'TO'), ('come', 'VERB'), ('to', 'TO'), ('California', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('Odds', 'NOUN'), ('are', 'VERB'), ('that', 'PREPOSITION OR CONJUNCTION'), ('it', 'PRONOUN'), ('would', 'MODAL AUXILIARY'), ('be', 'VERB'), ('Los', 'NOUN'), ('Angeles', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), (""Wouldn't"", 'NOUN'), ('mind', 'VERB'), ('the', 'DETERMINER'), ('350', 'NUMERAL'), ('-', 'COLON OR ELLIPSIS'), ('mile', 'NOUN'), ('drive', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",4
2199529256,123katie123,"[(""can't"", 'NOUN'), ('wait', 'NOUN'), ('for', 'PREPOSITION OR CONJUNCTION'), ('my', 'PRONOUN'), ('-', 'COLON OR ELLIPSIS'), ('finished', 'VERB'), ('my', 'PRONOUN'), ('essay', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('tweet', 'NOUN')]",0
1564188801,McFLYstargirl92,"[('In', 'PREPOSITION OR CONJUNCTION'), ('college', 'NOUN'), ('still', 'ADVERB'), ('waiting', 'VERB'), ('to', 'TO'), ('start', 'VERB'), ('meow', 'NOUN')]",4
1957661007,EvieStubbsy,"[('@Booooothman', 'USERNAME'), ('I', 'PRONOUN'), ('will', 'MODAL AUXILIARY'), ('survive', 'VERB'), ('neil', 'ADJECTIVE OR NUMERAL'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('Going', 'VERB'), ('well', 'ADVERB'), ('so', 'ADVERB'), ('far', 'ADVERB'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('x', 'NOUN')]",4
2177672985,spork_,"[('@corinator', 'USERNAME'), ('ohh', 'ADJECTIVE OR NUMERAL'), ('shiiiiit', 'NOUN'), (""that's"", 'NOUN'), ('gay', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('we', 'PRONOUN'), ('need', 'VERB'), ('you', 'PRONOUN'), ('there', 'ADVERB'), ('.', 'SENTENCE TERMINATOR'), ('change', 'VERB'), ('the', 'DETERMINER'), ('date', 'NOUN'), ('then', 'ADVERB'), ('?', 'SENTENCE TERMINATOR'), ('lol', 'NOUN')]",0
1972374185,Beccy91,"[('was', 'VERB'), ('sick', 'ADJECTIVE OR NUMERAL'), ('this', 'DETERMINER'), ('morning', 'NOUN')]",0
1994955182,LP_LSU,"[('enjoying', 'VERB'), ('my', 'PRONOUN'), ('monday', 'NOUN'), ('off', 'PREPOSITION OR CONJUNCTION'), ('of', 'PREPOSITION OR CONJUNCTION'), ('work', 'NOUN'), ('!', 'SENTENCE TERMINATOR')]",4
1559324137,CatherinVentura,"[('@paulgram', 'USERNAME'), ('Check', 'VERB'), ('out', 'PARTICLE'), ('my', 'PRONOUN'), ('blog', 'NOUN'), ('post', 'NOUN'), ('about', 'PREPOSITION OR CONJUNCTION'), ('Susan', 'NOUN'), ('Boyle', 'NOUN'), ('!', 'SENTENCE TERMINATOR')]",4
2257770230,Danjello,"[('how', 'ADVERB'), ('fun', 'ADJECTIVE OR NUMERAL'), ('u', 'ADJECTIVE OR NUMERAL'), ('win', 'VERB'), ('prizes', 'NOUN'), ('at', 'PREPOSITION OR CONJUNCTION'), ('this', 'DETERMINER'), ('wedding', 'NOUN'), ('...', 'COLON OR ELLIPSIS'), ('i', 'VERB'), (""didn't"", 'VERB'), ('win', 'VERB'), ('lol', 'NOUN')]",0
2000645359,EmCDL,"[('Just', 'ADVERB'), ('got', 'VERB'), ('done', 'VERB'), ('with', 'PREPOSITION OR CONJUNCTION'), ('my', 'PRONOUN'), ('album', 'VERB'), ('photo', 'NOUN'), ('shoot', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('Wooooo', 'NOUN'), (""can't"", 'ADJECTIVE OR NUMERAL'), ('wait', 'NOUN'), ('till', 'VERB'), ('my', 'PRONOUN'), ('""', 'NOUN'), ('MOVIN', 'NOUN'), (':', 'COLON OR ELLIPSIS'), ('SKID', 'NOUN'), ('ONE', 'NOUN'), ('""', 'NOUN'), ('album', 'VERB'), ('to', 'TO'), ('come', 'VERB'), ('out', 'PARTICLE'), ('!', 'SENTENCE TERMINATOR'), ('Car', 'NOUN'), ('enthusiasts', 'NOUN'), ('be', 'VERB'), ('warned', 'VERB'), ('!', 'SENTENCE TERMINATOR')]",4
1832600475,marisadeh,"[('@dimas1829', 'USERNAME'), (""that's"", 'NOUN'), ('like', 'PREPOSITION OR CONJUNCTION'), ('...', 'COLON OR ELLIPSIS'), ('a', 'DETERMINER'), ('lot', 'NOUN'), ('of', 'PREPOSITION OR CONJUNCTION'), ('pages', 'NOUN'), (':p', 'VERB'), ('good', 'ADJECTIVE OR NUMERAL'), ('luck', 'NOUN'), (',', 'COMMA'), ('you', 'PRONOUN'), ('can', 'MODAL AUXILIARY'), ('do', 'VERB'), ('it', 'PRONOUN'), ('!', 'SENTENCE TERMINATOR')]",4
2265953250,mcdillon95,"[('Gah', 'NOUN'), (',', 'COMMA'), ('I', 'PRONOUN'), ('screwed', 'VERB'), ('it', 'PRONOUN'), ('up', 'PARTICLE'), ('the', 'DETERMINER'), ('first', 'ADJECTIVE OR NUMERAL'), ('time', 'NOUN'), ('All', 'NOUN'), ('sorted', 'VERB'), ('now', 'ADVERB'), (',', 'COMMA'), ('OS', 'NOUN'), ('X', 'NOUN'), ('is', 'VERB'), ('installing', 'VERB'), ('fine', 'ADJECTIVE OR NUMERAL'), ('XD', 'NOUN'), ('Just', 'NOUN'), ('got', 'VERB'), ('to', 'TO'), ('make', 'VERB'), ('sure', 'ADJECTIVE OR NUMERAL'), ('everythings', 'NOUN'), ('running', 'VERB'), ('correctly', 'ADVERB'), ('.', 'SENTENCE TERMINATOR')]",0
2266297383,jeriscratch,"[('@pokemeidareyou', 'USERNAME'), ('Unbearable', 'ADJECTIVE OR NUMERAL'), ('wait', 'NOUN'), ('for', 'PREPOSITION OR CONJUNCTION'), ('a', 'DETERMINER'), ('comicbook', 'NOUN')]",0
1556092230,theIntriguing1,"[('@cathy_nutrition', 'USERNAME'), ('Ok', 'NOUN'), ('..', 'NOUN'), (""that's"", 'NOUN'), ('fine', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",4
1977146546,boony1999,"[('Happy', 'ADJECTIVE OR NUMERAL'), ('Birthday', 'NOUN'), ('to', 'TO'), ('ME', 'VERB')]",4
2059699841,Deedubau,"[('@daynah', 'USERNAME'), ('u', 'ADJECTIVE OR NUMERAL'), ('love', 'VERB'), ('how', 'ADVERB'), ('google', 'ADJECTIVE OR NUMERAL'), ('works', 'VERB'), ('hard', 'ADJECTIVE OR NUMERAL'), ('to', 'TO'), ('please', 'VERB'), ('their', 'PRONOUN'), ('users', 'NOUN'), ('even', 'ADVERB'), ('though', 'PREPOSITION OR CONJUNCTION'), ('they', 'PRONOUN'), ('have', 'VERB'), ('no', 'DETERMINER'), ('real', 'ADJECTIVE OR NUMERAL'), ('competition', 'NOUN'), ('yet', 'ADVERB')]",4
2016046031,dragonflii_echo,"[('ugh', 'PREPOSITION OR CONJUNCTION'), ('my', 'PRONOUN'), ('head', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), (""i'm"", 'NOUN'), ('so', 'ADVERB'), ('sick', 'ADJECTIVE OR NUMERAL'), ('.', 'SENTENCE TERMINATOR')]",0
2258027343,courtneyhaii,"[('@Lady_Kay904', 'USERNAME'), ('yeahh', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",0
1997715868,dance4jv,"[('Eating', 'VERB'), ('at', 'PREPOSITION OR CONJUNCTION'), ('Earl', 'NOUN'), ('of', 'PREPOSITION OR CONJUNCTION'), ('Sandwich', 'NOUN'), ('with', 'PREPOSITION OR CONJUNCTION'), ('my', 'PRONOUN'), ('mama', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",4
2039972163,awesomeheather,"[('@OUBad', 'USERNAME'), ('LOL', 'NOUN'), ('...', 'COLON OR ELLIPSIS'), ('knew', 'VERB'), ('someone', 'NOUN'), ('would', 'MODAL AUXILIARY'), ('get', 'VERB'), ('a', 'DETERMINER'), ('kick', 'NOUN'), ('outta', 'NOUN'), ('that', 'DETERMINER'), ('!', 'SENTENCE TERMINATOR')]",4
2002685863,charasan,"[('Ha', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('The', 'DETERMINER'), ('signature', 'NOUN'), ('villain', 'NOUN'), ('of', 'PREPOSITION OR CONJUNCTION'), ('CoH', 'NOUN'), ('is', 'VERB'), ('an', 'DETERMINER'), ('Austrian', 'ADJECTIVE OR NUMERAL'), ('.', 'SENTENCE TERMINATOR'), ('No', 'DETERMINER'), ('wonder', 'NOUN'), ('@visceran', 'USERNAME'), ('likes', 'VERB'), ('the', 'DETERMINER'), ('game', 'NOUN')]",4
2059109322,nicolastheadept,"[('If', 'PREPOSITION OR CONJUNCTION'), (""you've"", 'ADVERB'), ('recieved', 'VERB'), ('a', 'DETERMINER'), ('DM', 'NOUN'), ('off', 'PREPOSITION OR CONJUNCTION'), ('me', 'PRONOUN'), (',', 'COMMA'), ('please', 'VERB'), ('ignore', 'NOUN'), (':', 'COLON OR ELLIPSIS'), ('my', 'PRONOUN'), ('account', 'NOUN'), ('was', 'VERB'), ('hacked', 'VERB')]",0
2059560384,aissuperbodoh,"[('@LuciaDssapeared', 'USERNAME'), ('ohmy', 'NOUN'), (',', 'COMMA'), ('where', 'ADVERB'), ('have', 'VERB'), ('you', 'PRONOUN'), ('been', 'VERB'), ('?', 'SENTENCE TERMINATOR'), ('i', 'ADJECTIVE OR NUMERAL'), ('miss', 'VERB'), ('you', 'PRONOUN'), ('!', 'SENTENCE TERMINATOR'), ('kinda', 'VERB'), ('angry', 'ADJECTIVE OR NUMERAL'), ('rite', 'NOUN'), ('now.wbu', 'NOUN'), ('?', 'SENTENCE TERMINATOR'), ('wow.packing', 'VERB'), ('?', 'SENTENCE TERMINATOR'), ('why', 'ADVERB'), ('?', 'SENTENCE TERMINATOR')]",0
1967475052,memoriesalive,"[('@marenhogan', 'USERNAME'), ('nice', 'ADVERB'), ('.', 'SENTENCE TERMINATOR'), (""didn't"", 'VERB'), ('sing', 'VERB'), ('to', 'TO'), ('mine', 'VERB'), ('.', 'SENTENCE TERMINATOR'), (""Can't"", 'NOUN'), (',', 'COMMA'), ('but', 'CONJUNCTION'), ('looking', 'VERB'), ('for', 'PREPOSITION OR CONJUNCTION'), ('lessons', 'NOUN'), ('to', 'TO'), ('change', 'VERB'), ('that', 'DETERMINER'), ('.', 'SENTENCE TERMINATOR')]",4
1883294899,xdonniex,"[('is', 'VERB'), ('writing', 'VERB'), ('useless', 'ADJECTIVE OR NUMERAL'), ('documentation', 'NOUN'), ('for', 'PREPOSITION OR CONJUNCTION'), ('useless', 'ADJECTIVE OR NUMERAL'), ('software', 'NOUN'), ('On', 'PREPOSITION OR CONJUNCTION'), ('Air', 'NOUN'), (':', 'COLON OR ELLIPSIS'), ('Word', 'NOUN'), ('Up', 'PREPOSITION OR CONJUNCTION'), ('!', 'SENTENCE TERMINATOR'), ('-', 'COLON OR ELLIPSIS'), ('Korn', 'VERB')]",0
2176363305,franco1887,"[('the', 'DETERMINER'), ('celebrities', 'NOUN'), ('i', 'VERB'), ('follow', 'VERB'), ('rarely', 'ADVERB'), ('update', 'VERB'), ('their', 'PRONOUN'), ('twitters', 'NOUN'), ('i', 'VERB'), ('want', 'VERB'), ('to', 'TO'), ('know', 'VERB'), ('what', 'PRONOUN'), ('you', 'PRONOUN'), ('are', 'VERB'), ('doing', 'VERB'), ('!', 'SENTENCE TERMINATOR')]",0
1993745468,HeathersNotBSC,"[('@JessiCaCa', 'USERNAME'), ('Where', 'ADVERB'), ('are', 'VERB'), ('you', 'PRONOUN'), ('?', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('I', 'PRONOUN'), ('have', 'VERB'), ('been', 'VERB'), ('all', 'DETERMINER'), ('up', 'ADVERB'), ('on', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('interwebs', 'NOUN'), ('today', 'NOUN'), ('and', 'CONJUNCTION'), ('you', 'PRONOUN'), ('are', 'VERB'), ('not', 'ADVERB'), ('here', 'ADVERB'), ('!', 'SENTENCE TERMINATOR')]",0
2055443559,madonnalover,"[('@Whoneedsit', 'USERNAME'), ('Thank', 'NOUN'), ('you', 'PRONOUN'), ('Kristin', 'VERB'), ('!', 'SENTENCE TERMINATOR'), ('Have', 'VERB'), ('a', 'DETERMINER'), ('great', 'ADJECTIVE OR NUMERAL'), ('Madonna', 'NOUN'), ('filled', 'VERB'), ('day', 'NOUN'), ('as', 'PREPOSITION OR CONJUNCTION'), ('well', 'ADVERB'), ('!', 'SENTENCE TERMINATOR'), ('Yes', 'INTERJECTION'), ('it', 'PRONOUN'), ('would', 'MODAL AUXILIARY'), ('!', 'SENTENCE TERMINATOR'), (""That's"", 'VERB'), ('all', 'DETERMINER'), ('we', 'PRONOUN'), ('would', 'MODAL AUXILIARY'), ('need', 'VERB'), ('!', 'SENTENCE TERMINATOR')]",4
