id,user,text,target
1685695355,NZAfro,"[('@ZeRyan66', 'USERNAME'), ('You', 'PRONOUN'), ('have', 'VERB'), ('homework', 'VERB'), ('to', 'TO'), ('do', 'VERB'), ('tonight', 'ADVERB'), (',', 'COMMA'), ('reminded', 'VERB'), ('.', 'SENTENCE TERMINATOR')]",4
1824916360,babyele,"[('had', 'VERB'), ('my', 'PRONOUN'), ('cold', 'ADJECTIVE OR NUMERAL'), ('shower', 'NOUN'), ('infused', 'VERB'), ('with', 'PREPOSITION OR CONJUNCTION'), ('salt', 'NOUN'), ('-', 'COLON OR ELLIPSIS'), ('feeling', 'NOUN'), ('fresh', 'ADJECTIVE OR NUMERAL'), ('and', 'CONJUNCTION'), ('human', 'ADJECTIVE OR NUMERAL'), ('once', 'ADVERB'), ('more', 'ADVERB'), ('.', 'SENTENCE TERMINATOR'), ('lunch', 'NOUN'), ('/', 'NOUN'), ('dinner', 'NOUN'), ('was', 'VERB'), ('hard', 'ADVERB'), ('boiled', 'VERB'), ('eggs', 'NOUN'), ('with', 'PREPOSITION OR CONJUNCTION'), ('fishball', 'NOUN'), ('soup', 'NOUN')]",4
2174835110,annclavio,"[('thanks', 'NOUN'), ('kuya', 'VERB'), ('jo', 'NOUN'), ('for', 'PREPOSITION OR CONJUNCTION'), ('my', 'PRONOUN'), ('lovely', 'ADJECTIVE OR NUMERAL'), ('new', 'ADJECTIVE OR NUMERAL'), ('shawl', 'NOUN'), ('!', 'SENTENCE TERMINATOR')]",4
2256150326,ashiena,"[('http://twitpic.com/7xdb1', 'URL'), ('-', 'COLON OR ELLIPSIS'), ('Time', 'NOUN'), ('to', 'TO'), ('make', 'VERB'), ('the', 'DETERMINER'), ('brim', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('Its', 'PRONOUN'), ('a', 'DETERMINER'), ('bad', 'ADJECTIVE OR NUMERAL'), ('pic', 'NOUN')]",0
1835992009,kindlejunkie,"[('@futuredirected', 'USERNAME'), ('@ryking', 'USERNAME'), ('Thank', 'NOUN'), ('you', 'PRONOUN'), ('for', 'PREPOSITION OR CONJUNCTION'), ('your', 'PRONOUN'), ('concern', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('Hubby', 'NOUN'), ('headed', 'VERB'), ('off', 'PARTICLE'), ('to', 'TO'), ('work', 'VERB'), ('this', 'DETERMINER'), ('morning', 'NOUN'), (',', 'COMMA'), ('feeling', 'VERB'), ('well-rested', 'ADJECTIVE OR NUMERAL'), ('and', 'CONJUNCTION'), ('injury-free', 'ADJECTIVE OR NUMERAL'), ('.', 'SENTENCE TERMINATOR')]",4
2068475364,Mousee,"[('omggg', 'NOUN'), ('...', 'COLON OR ELLIPSIS'), ('kate', 'NOUN'), ('was', 'VERB'), ('seen', 'VERB'), ('to', 'TO'), ('be', 'VERB'), ('winning', 'VERB'), ('...', 'COLON OR ELLIPSIS'), ('but', 'CONJUNCTION'), ('noo', 'ADVERB'), ('?', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('?', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('?', 'SENTENCE TERMINATOR'), ('yasmina', 'INTERJECTION'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('#apprentice', 'HASHTAG')]",0
1753341016,jameswoodcock,"[('@richard4481', 'USERNAME'), ('I', 'PRONOUN'), ('will', 'MODAL AUXILIARY'), ('contact', 'VERB'), ('them', 'PRONOUN'), ('Monday', 'NOUN'), ('and', 'CONJUNCTION'), ('see', 'VERB'), ('what', 'PRONOUN'), ('they', 'PRONOUN'), ('say', 'VERB'), ('...', 'COLON OR ELLIPSIS'), ('What', 'PRONOUN'), ('a', 'DETERMINER'), ('pain', 'NOUN'), ('Technology', 'NOUN'), (""doesn't"", 'NOUN'), ('seem', 'VERB'), ('to', 'TO'), ('last', 'ADJECTIVE OR NUMERAL'), ('5', 'NUMERAL'), ('minutes', 'NOUN'), ('these', 'DETERMINER'), ('days', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",0
1825363510,alexrapa,"[('@curtis', 'USERNAME'), ('I', 'PRONOUN'), ('miss', 'VERB'), ('you', 'PRONOUN')]",0
1469874654,frolixwifbunneh,"[('@jamiewamey', 'USERNAME'), ('Did', 'NOUN'), ('you', 'PRONOUN'), ('get', 'VERB'), ('coffee', 'VERB'), ('this', 'DETERMINER'), ('morning', 'NOUN'), ('?', 'SENTENCE TERMINATOR'), ('haha', 'NOUN')]",4
1563878947,Chaos33176,"[('@AshleeFord', 'USERNAME'), ('My', 'PRONOUN'), ('daddy', 'NOUN'), ('got', 'VERB'), ('to', 'TO'), ('many', 'ADJECTIVE OR NUMERAL'), ('kids', 'NOUN'), ('to', 'TO'), ('care', 'VERB'), (',', 'COMMA')]",0
2178341929,lewisreilly,"[('is', 'VERB'), ('not', 'ADVERB'), ('looking', 'VERB'), ('forward', 'ADVERB'), ('to', 'TO'), ('results', 'NOUN'), ('today', 'NOUN'), ('..', 'VERB'), ('bring', 'VERB'), ('on', 'PREPOSITION OR CONJUNCTION'), ('5pm', 'NUMERAL'), ('(', 'OPENING PARENTHESIS'), ('or', 'CONJUNCTION'), ('later', 'ADVERB'), (')', 'CLOSING PARENTHESIS')]",0
1976733866,BDiva89,"[('@juscallmejos', 'USERNAME'), ('Ur', 'NOUN'), ('life', 'NOUN'), ('is', 'VERB'), ('NOT', 'NOUN'), ('shitty', 'ADVERB'), ('!', 'SENTENCE TERMINATOR'), ('Lol', 'NOUN'), (',', 'COMMA'), ('u', 'ADJECTIVE OR NUMERAL'), ('betta', 'NOUN'), ('praise', 'NOUN'), ('Him', 'NOUN'), ('&', 'CONJUNCTION'), ('be', 'VERB'), ('thankful', 'ADJECTIVE OR NUMERAL')]",4
1962883317,twinklydave,"[('@mattmagic', 'USERNAME'), ('@shedfire', 'USERNAME'), ('just', 'ADVERB'), ('stretch', 'VERB'), ('the', 'DETERMINER'), ('thong', 'NOUN'), ('over', 'PREPOSITION OR CONJUNCTION'), ('your', 'PRONOUN'), ('shoulders', 'NOUN')]",4
2052408043,lilmisskeys,"[('@GIOVANNIthaKING', 'USERNAME'), ('you', 'PRONOUN'), ('will', 'MODAL AUXILIARY'), ('be', 'VERB'), ('okay', 'ADJECTIVE OR NUMERAL'), ('!', 'SENTENCE TERMINATOR'), ('dont', 'NOUN'), ('be', 'VERB'), ('posin', 'VERB'), ('for', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('frame', 'NOUN'), ('then', 'ADVERB')]",4
1984493236,Ari978,"[('am', 'VERB'), ('leaving', 'VERB'), ('the', 'DETERMINER'), ('beach', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('guess', 'NOUN'), (""i'll"", 'NOUN'), ('have', 'VERB'), ('to', 'TO'), ('work', 'VERB'), ('again', 'ADVERB'), ('now', 'ADVERB'), ('.', 'SENTENCE TERMINATOR'), ('blah', 'NOUN'), ('!', 'SENTENCE TERMINATOR')]",0
2003832926,Chaos33176,"[('@RocsiRabbit', 'USERNAME'), ('bring', 'VERB'), ('me', 'PRONOUN'), ('that', 'PREPOSITION OR CONJUNCTION'), ('breakfast', 'NOUN'), ('or', 'CONJUNCTION'), ('else', 'ADVERB'), ('(', 'OPENING PARENTHESIS'), ('those', 'DETERMINER'), ('pancakes', 'NOUN'), ('look', 'VERB'), ('so', 'ADVERB'), ('good', 'ADJECTIVE OR NUMERAL'), ('right', 'NOUN'), ('now', 'ADVERB'), (')', 'CLOSING PARENTHESIS')]",0
2067454213,jameswoodcock,"[('They', 'PRONOUN'), (""can't"", 'VERB'), ('predict', 'VERB'), ('the', 'DETERMINER'), ('weather', 'NOUN'), ('correctly', 'ADVERB'), (',', 'COMMA'), ('yet', 'ADVERB'), ('they', 'PRONOUN'), ('can', 'MODAL AUXILIARY'), ('predict', 'VERB'), ('it', 'PRONOUN'), ('in', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('year', 'NOUN'), ('2080', 'NUMERAL'), ('!', 'SENTENCE TERMINATOR'), ('-', 'COLON OR ELLIPSIS'), ('http://is.gd/RVz7', 'URL'), ('-', 'COLON OR ELLIPSIS'), ('Am', 'VERB'), ('I', 'PRONOUN'), ('missing', 'VERB'), ('something', 'NOUN'), ('?', 'SENTENCE TERMINATOR')]",4
2190049467,aristocracy,"[(""i've"", 'NOUN'), ('got', 'VERB'), ('25', 'NUMERAL'), ('minutes', 'NOUN'), ('to', 'TO'), ('class', 'NOUN'), ('and', 'CONJUNCTION'), ('my', 'PRONOUN'), ('final', 'ADJECTIVE OR NUMERAL'), ('exam', 'NOUN'), ('.  ...', 'NOUN'), ('yeah', 'NOUN'), (',', 'COMMA'), ('giving', 'VERB'), ('up', 'PARTICLE'), ('for', 'PREPOSITION OR CONJUNCTION'), ('now', 'ADVERB'), ('.', 'SENTENCE TERMINATOR'), ('*', 'NOUN'), ('bangs', 'NOUN'), ('head', 'NOUN'), ('against', 'PREPOSITION OR CONJUNCTION'), ('wall', 'NOUN'), ('*', 'NOUN')]",0
1564267307,jameswoodcock,"[('@SuperKaylo', 'USERNAME'), ('www.yamahapkowner.com', 'NOUN'), ('if', 'PREPOSITION OR CONJUNCTION'), ('you', 'PRONOUN'), ('are', 'VERB'), ('curious', 'ADJECTIVE OR NUMERAL'), ('I', 'PRONOUN'), ('am', 'VERB'), ('a', 'DETERMINER'), ('gaming', 'NOUN'), ('Freelance', 'NOUN'), ('Journalist', 'NOUN'), ('as', 'PREPOSITION OR CONJUNCTION'), ('well', 'ADVERB'), ('...', 'COLON OR ELLIPSIS'), ('www.jameswoodcock.co.uk', 'NOUN')]",4
2189552712,Reason21,"[('@ProClub', 'USERNAME'), ('hah', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('cant', 'ADJECTIVE OR NUMERAL'), ('fuck', 'NOUN'), ('with', 'PREPOSITION OR CONJUNCTION'), ('that', 'DETERMINER'), ('touchscreen', 'ADJECTIVE OR NUMERAL'), ('no', 'DETERMINER'), ('more', 'ADVERB'), ('...', 'COLON OR ELLIPSIS'), ('BB', 'NOUN'), ('BOLD', 'NOUN'), ('BABY', 'NOUN'), ('!', 'SENTENCE TERMINATOR')]",4
2192180255,princess967,"[('says', 'VERB'), ('damn', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('allergies', 'NOUN'), ('acting', 'VERB'), ('up', 'PARTICLE'), ('again', 'ADVERB'), ('...', 'COLON OR ELLIPSIS'), ('boo', 'NOUN'), ('...', 'COLON OR ELLIPSIS'), ('really', 'ADVERB'), ('back', 'ADVERB'), ('in', 'PREPOSITION OR CONJUNCTION'), ('school', 'NOUN'), ('http://plurk.com/p/11deeq', 'URL')]",0
2061965455,Ari978,"[('@hermorrine', 'USERNAME'), ('At', 'PREPOSITION OR CONJUNCTION'), ('least', 'ADJECTIVE'), (""they're"", 'ADJECTIVE OR NUMERAL'), ('fixing', 'VERB'), ('it', 'PRONOUN'), (',', 'COMMA'), ('right', 'ADVERB'), ('?', 'SENTENCE TERMINATOR'), ('Enjoy', 'VERB'), ('the', 'DETERMINER'), ('vodka', 'NOUN'), (',', 'COMMA'), ('hon', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",4
2063495985,nrl007,"[('eating', 'VERB'), ('some', 'DETERMINER'), ('chocolate', 'NOUN'), ('and', 'CONJUNCTION'), ('strawberry', 'NOUN'), ('ice', 'NOUN'), ('cream', 'NOUN'), ('miley', 'NOUN'), ('about', 'PREPOSITION OR CONJUNCTION'), ('to', 'TO'), ('come', 'VERB'), ('on', 'PREPOSITION OR CONJUNCTION'), ('60', 'NUMERAL'), ('miutes', 'NOUN'), ('in', 'PREPOSITION OR CONJUNCTION'), ('a', 'DETERMINER'), ('minute', 'NOUN')]",4
2060101835,frolixwifbunneh,"[('Pete', 'NOUN'), (',', 'COMMA'), ('I', 'PRONOUN'), ('hate', 'VERB'), ('when', 'ADVERB'), ('you', 'PRONOUN'), (""don't"", 'VERB'), ('respond', 'VERB'), ('.', 'SENTENCE TERMINATOR'), ('Go', 'VERB'), ('screw', 'ADJECTIVE OR NUMERAL'), ('yourself', 'PRONOUN'), ('thanks', 'NOUN')]",4
1679069283,LarrfulBuck,"[('At', 'PREPOSITION OR CONJUNCTION'), ('a', 'DETERMINER'), ('glasses', 'VERB'), ('store', 'NOUN'), (',', 'COMMA'), ('they', 'PRONOUN'), (""don't"", 'VERB'), ('have', 'VERB'), ('Dolce', 'NOUN'), ('and', 'CONJUNCTION'), ('Gabanna', 'NOUN'), ('glasses', 'VERB'), ('here', 'ADVERB'), ('going', 'VERB'), ('to', 'TO'), ('different', 'ADJECTIVE OR NUMERAL'), ('stores', 'NOUN'), ('later', 'ADVERB'), ('tho', 'VERB'), ('!', 'SENTENCE TERMINATOR')]",0
2053473226,annclavio,"[('Soon', 'ADVERB'), (',', 'COMMA'), (""it'll"", 'ADJECTIVE OR NUMERAL'), ('be', 'VERB'), ('my', 'PRONOUN'), ('turn', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR'), ('!', 'SENTENCE TERMINATOR')]",4
2234930251,alexrapa,"[('@MaaKain', 'USERNAME'), ('Probably', 'ADVERB'), ('not', 'ADVERB'), ('since', 'PREPOSITION OR CONJUNCTION'), ('we', 'PRONOUN'), ('never', 'ADVERB'), ('talk', 'NOUN'), ('And', 'CONJUNCTION'), ('idk', 'NOUN'), ('I', 'PRONOUN'), ('think', 'VERB'), ('so', 'ADVERB'), ('.', 'SENTENCE TERMINATOR')]",0
1692820467,frolixwifbunneh,"[('@tinyvamp', 'USERNAME'), ('contests', 'NOUN'), ('sound', 'VERB'), ('fun', 'NOUN')]",4
2063667972,njohari,"[('another', 'DETERMINER'), ('interview', 'NOUN'), (',', 'COMMA'), ('another', 'DETERMINER'), ('failure', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), (""what's"", 'ADJECTIVE OR NUMERAL'), ('new', 'ADJECTIVE OR NUMERAL'), ('...', 'COLON OR ELLIPSIS'), ('?', 'SENTENCE TERMINATOR')]",0
1834553400,lewisreilly,"[('Copeland', 'NOUN'), ('said', 'VERB'), ('to', 'TO'), ('ignore', 'VERB'), ('the', 'DETERMINER'), ('recent', 'ADJECTIVE OR NUMERAL'), ('past', 'ADJECTIVE OR NUMERAL'), ('paper', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('focus', 'NOUN'), ('on', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('one', 'NOUN'), ('with', 'PREPOSITION OR CONJUNCTION'), ('60', 'NUMERAL'), ('%', 'NOUN'), ('for', 'PREPOSITION OR CONJUNCTION'), ('question', 'NOUN'), ('1', 'NUMERAL')]",4
2206432292,Mousee,"[('@sammymcloughlin', 'USERNAME'), ('pffftt', 'NOUN'), ('..', 'NOUN'), ('Room', 'NOUN'), ('for', 'PREPOSITION OR CONJUNCTION'), ('me', 'PRONOUN'), ('in', 'PREPOSITION OR CONJUNCTION'), ('the', 'DETERMINER'), ('case', 'NOUN'), ('?', 'SENTENCE TERMINATOR'), ('?', 'SENTENCE TERMINATOR')]",0
2000316010,NZAfro,"[('@Jessums31', 'USERNAME'), ('http://en.wikipedia.org/wiki/Progeria', 'URL')]",0
2064728155,Ari978,"[('@30secondstomars', 'USERNAME'), ('That', 'DETERMINER'), ('song', 'NOUN'), ('is', 'VERB'), ('going', 'VERB'), ('to', 'TO'), ('be', 'VERB'), ('amazing', 'ADJECTIVE OR NUMERAL'), ('.', 'SENTENCE TERMINATOR'), (""Can't"", 'NOUN'), ('wait', 'VERB'), ('to', 'TO'), ('hear', 'VERB'), ('this', 'DETERMINER'), ('album', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",4
1988978179,nrl007,"[('@mileycyrus', 'USERNAME'), ('http://twitpic.com/67a0q', 'URL'), ('-', 'COLON OR ELLIPSIS'), ('hehe', 'NOUN'), ('i', 'NOUN'), ('love', 'VERB'), ('that', 'PREPOSITION OR CONJUNCTION'), ('iphone', 'NOUN'), ('app', 'NOUN')]",4
2321975562,princess967,"[('says', 'VERB'), ('Trojan', 'NOUN'), ('infested', 'VERB'), ('my', 'PRONOUN'), ('laptop', 'NOUN'), ('again', 'ADVERB'), ('...', 'COLON OR ELLIPSIS'), ('now', 'ADVERB'), ('im', 'VERB'), ('demoted', 'VERB'), ('http://plurk.com/p/13qr5k', 'URL')]",0
1691932031,Ari978,"[('@hermorrine', 'USERNAME'), ('Car', 'NOUN'), ('stereo', 'NOUN'), ('?', 'SENTENCE TERMINATOR'), ('?', 'SENTENCE TERMINATOR'), (""I'm"", 'NOUN'), ('sorry', 'NOUN'), (""she's"", 'NOUN'), ('still', 'ADVERB'), ('not', 'ADVERB'), ('feeling', 'VERB'), ('well', 'ADVERB'), ('.', 'SENTENCE TERMINATOR'), ('Poor', 'NOUN'), ('baby', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",0
2184363582,aristocracy,"[('@Jadity', 'USERNAME'), (':', 'COLON OR ELLIPSIS'), ('please', 'NOUN'), (""don't"", 'VERB'), ('die', 'NOUN'), ('from', 'PREPOSITION OR CONJUNCTION'), ('alcohol', 'NOUN'), ('exposure', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",0
1982626389,get_l00se,"[('lawl', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('I', 'PRONOUN'), ('miss', 'VERB'), ('my', 'PRONOUN'), ('friends', 'NOUN'), ('already', 'ADVERB'), ('beach', 'VERB'), ('with', 'PREPOSITION OR CONJUNCTION'), ('rucker', 'NOUN'), (';D', 'NOUN')]",0
2219075569,babyele,"[('Feeling', 'VERB'), ('rather', 'ADVERB'), ('giddy', 'ADJECTIVE OR NUMERAL'), ('n', 'ADVERB'), ('nauseous', 'ADJECTIVE OR NUMERAL'), ('suddenly', 'ADVERB'), ('.', 'SENTENCE TERMINATOR')]",0
2012954064,Ari978,"[('@hermorrine', 'USERNAME'), ('three', 'NUMERAL'), ('bedrooms', 'NOUN'), ('...', 'COLON OR ELLIPSIS')]",4
1573699578,jameswoodcock,"[('@BinaryMoon', 'USERNAME'), ('Clean', 'ADJECTIVE OR NUMERAL'), ('license', 'NOUN'), (',', 'COMMA'), ('clean', 'ADJECTIVE OR NUMERAL'), ('designs', 'NOUN'), ('?', 'SENTENCE TERMINATOR'), ('Never', 'ADVERB'), ('a', 'DETERMINER'), (""'"", 'GENITIVE MARKER'), ('rushed', 'VERB'), (""'"", 'GENITIVE MARKER'), ('job', 'NOUN'), ('?', 'SENTENCE TERMINATOR')]",4
1794429355,babyele,"[('Bot', 'NOUN'), ('my', 'PRONOUN'), ('baju', 'NOUN'), ('kurong', 'NOUN'), (',', 'COMMA'), ('in', 'PREPOSITION OR CONJUNCTION'), ('red', 'ADJECTIVE OR NUMERAL'), ('and', 'CONJUNCTION'), ('a', 'DETERMINER'), ('jubah', 'NOUN'), ('in', 'PREPOSITION OR CONJUNCTION'), ('black', 'ADJECTIVE OR NUMERAL')]",4
2051437920,alexrapa,"[('Everyone', 'NOUN'), ('should', 'MODAL AUXILIARY'), ('know', 'VERB'), ('that', 'DETERMINER'), ('@primehex', 'USERNAME'), ('just', 'ADVERB'), ('beat', 'VERB'), ('my', 'PRONOUN'), ('ass', 'NOUN'), ('at', 'PREPOSITION OR CONJUNCTION'), ('checkers', 'NOUN')]",0
2174519330,annclavio,"[('blessings', 'NOUN'), ('are', 'VERB'), ('sure', 'ADJECTIVE OR NUMERAL'), ('when', 'ADVERB'), ('you', 'PRONOUN'), ('obey', 'VERB'), ('!', 'SENTENCE TERMINATOR')]",4
2188580410,BDiva89,"[('http://twitpic.com/7fil3', 'URL'), ('-', 'COLON OR ELLIPSIS'), ('i', 'NOUN'), ('LOVE', 'VERB'), ('this', 'DETERMINER'), ('pic', 'NOUN'), ('!', 'SENTENCE TERMINATOR'), ('We', 'PRONOUN'), ('so', 'ADVERB'), ('puuuurty', 'ADJECTIVE OR NUMERAL'), ('!', 'SENTENCE TERMINATOR')]",4
1827829558,Chaos33176,"[('@candireign', 'USERNAME'), ('i', 'NOUN'), ('just', 'ADVERB'), ('know', 'VERB'), ('...', 'COLON OR ELLIPSIS'), ('i', 'NOUN'), ('know', 'VERB'), ('!', 'SENTENCE TERMINATOR')]",4
1822360960,Ari978,"[('@tomofromearth', 'USERNAME'), (""I'm"", 'NOUN'), ('all', 'DETERMINER'), ('proud', 'NOUN'), ('of', 'PREPOSITION OR CONJUNCTION'), ('you', 'PRONOUN'), ('guys', 'VERB'), ('.', 'SENTENCE TERMINATOR'), ('Congrats', 'NOUN'), ('on', 'PREPOSITION OR CONJUNCTION'), ('being', 'VERB'), ('closer', 'ADJECTIVE'), ('to', 'TO'), ('done', 'VERB'), ('.', 'SENTENCE TERMINATOR')]",4
1979291892,aristocracy,"[('@L33Tdpunk', 'USERNAME'), ('...', 'COLON OR ELLIPSIS'), ('dude', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('i', 'ADJECTIVE OR NUMERAL'), ('do', 'VERB'), ('that', 'DETERMINER'), ('too', 'ADVERB'), ('.', 'SENTENCE TERMINATOR'), ('i', 'ADJECTIVE OR NUMERAL'), ('miss', 'VERB'), ('seeing', 'VERB'), ('orion', 'NOUN'), ('hanging', 'VERB'), ('out', 'PARTICLE'), ('every', 'DETERMINER'), ('night', 'NOUN'), ('.', 'SENTENCE TERMINATOR'), ('it', 'PRONOUN'), ('feels', 'VERB'), ('like', 'PREPOSITION OR CONJUNCTION'), ('just', 'ADVERB'), ('last', 'ADJECTIVE OR NUMERAL'), ('month', 'NOUN'), ('he', 'PRONOUN'), ('was', 'VERB'), ('still', 'ADVERB'), ('around', 'PREPOSITION OR CONJUNCTION'), ('!', 'SENTENCE TERMINATOR')]",0
1957751714,Mousee,"[('@Its_Charlotte', 'USERNAME'), ('Yup', 'NOUN'), ('.', 'SENTENCE TERMINATOR')]",4
1983795211,Chaos33176,"[('@Dj_DUNDADA', 'USERNAME'), ('I', 'PRONOUN'), ('know', 'VERB'), ('bra', 'ADVERB'), ('...', 'COLON OR ELLIPSIS'), ('if', 'PREPOSITION OR CONJUNCTION'), ('I', 'PRONOUN'), ('take', 'VERB'), ('his', 'PRONOUN'), ('side', 'NOUN'), ('...', 'COLON OR ELLIPSIS'), ('arguement', 'NOUN'), ('with', 'PREPOSITION OR CONJUNCTION'), ('her', 'PRONOUN'), ('later', 'NOUN'), ('&', 'CONJUNCTION'), ('vice', 'NOUN'), ('versa', 'NOUN'), ('...', 'COLON OR ELLIPSIS'), ('but', 'CONJUNCTION'), ('if', 'PREPOSITION OR CONJUNCTION'), ('I', 'PRONOUN'), ('stay', 'VERB'), ('out', 'PREPOSITION OR CONJUNCTION'), ('...', 'COLON OR ELLIPSIS'), ('I', 'PRONOUN'), ('get', 'VERB'), ('the', 'DETERMINER'), ('same', 'ADJECTIVE OR NUMERAL'), ('results', 'NOUN'), ('Ima', 'NOUN'), ('luzr', 'NOUN')]",4
